id_pos,amount,avg_daily_savings_normalized,time_saving_coef_normalized,matched_score_normalized,active_days_coef_normalized,lat,lng,dynamic_score
2097,700.0,22.2606724622945,0.9999999999999998,0.0,3.0,25.5646823,-103.4580075,11156.689864468926
2096,300.0,4.5181199591628,0.9680638722554892,0.3333333333333333,1.0,25.567471,-103.5016044,2666.581608430091
2091,125.0,1.7564447042874,0.83166999334664,0.0,0.3571,19.6726298,-99.2356819,1475.881044171458
2119,90.0,0.421947592309,0.9079618540696386,0.3333333333333333,1.8571,19.6594406,-99.2131006,767.7879943573611
2135,42.5,0.080711213204,0.7609225992459525,0.0,0.8571,19.6667748,-99.239966,517.2047281533405
2136,42.5,0.300184992343,0.9064094034153916,0.3333333333333333,0.8571,19.6769644,-99.2166455,734.3129697988118
2138,120.0,0.6516354262379,0.785540031049013,0.0,4.5,19.7474923,-103.7667654,1102.3853131882577
2139,120.0,0.2760095286711,0.7733422044799292,0.0,5.4286,19.7463751,-103.7660567,955.9252881014309
2089,163.0,0.0733309640523,0.8624972277666889,0.0,0.7143,26.8978961,-101.4434142,387.0504942217228
2087,164.0,0.1260418137255,0.7837658017298736,0.3333333333333333,2.1429,26.9044515,-101.4288665,538.0748557162331
2147,100.0,0.0057896886166,0.0,0.6666666666666667,0.5714,19.3500195,-99.161648,232.6693391640867
2157,100.0,0.005823474359,0.5280550011088934,0.6666666666666667,0.7857,-34.646626,-58.793642,264.7095287446953
2174,500.0,0.0742082695253,0.0,0.0,3.3571,19.2896226,-99.7061095,445.439610728785
2154,81.66,0.2900554194317,0.6981592370813927,0.6666666666666667,0.5714,19.357358,-99.2945894,689.0005836678101
2166,125.0,0.0814291710808,0.6930583277888667,0.0,0.4286,-36.7233827,-56.6770626,410.27258738458335
2165,125.0,0.0419547895554,0.6047904191616769,0.0,0.2857,-36.7217527,-56.6749112,335.0829584017153
2167,125.0,0.0284432162679,0.5544466622310933,0.0,0.2857,-36.6878665,-56.6783116,310.2957846639736
2197,350.0,0.6933464592299,0.8039476602350855,0.0,2.0714,-26.4067353,-54.6052802,793.7123797607721
2196,300.0,0.2274390711749,0.5697493901086716,0.0,0.7143,-28.4445332,-65.7899133,410.9269056883393
1478,25.0,0.0014835873861,0.5544466622310933,0.6666666666666667,2.4286,20.5862688,-100.4091374,472.9601850800303
2214,152.0,0.3323434796958,0.7939676203149257,0.0,1.1429,-34.4233266,-58.5801951,593.1629253127452
2220,250.0,47.0443535130719,0.9010867154579728,0.3333333333333333,0.1429,31.7396696,-106.4555826,21463.43228620343
2237,75.0,0.0994179575163,0.5837214459968951,0.0,0.0714,19.8101303,-102.7028375,246.84291720061404
2239,150.0,0.0539969117647,0.3697050343756929,0.6666666666666667,0.6429,20.6937006,-103.4545862,427.6209765937203
2240,50.0,0.0227642810458,0.4065202927478377,0.0,0.9286,20.4308698,-89.302021,376.9722203697276
2243,50.0,0.0884261111111,0.4207141273009536,0.0,1.5,20.477975,-89.3643934,489.8208175448857
2241,50.0,0.030605620915,0.4065202927478377,0.0,1.9286,20.4677764,-89.2141811,516.5899110729675
2326,42.5,0.2836920988851,0.6748724772676868,0.0,2.2143,18.8867022,-99.0563386,690.5473839096824
2257,350.0,0.6576879920005,0.6214238190286094,0.0,2.1429,-26.408436,-54.606416,724.5383448161468
2259,350.0,0.7752026226958,0.8030605455755155,0.0,1.2143,-26.426974,-54.6835653,736.0565459205632
2261,350.0,0.0387812208966,0.0443557329784876,0.0,1.5714,-26.4064799,-54.6738232,256.3808332973175
2260,350.0,0.0578056244506,0.4488800177422933,0.0,1.0,-26.4067353,-54.6052802,271.51781912497864
2258,350.0,0.2933230288117,0.7070303836770901,0.0,1.7143,-26.4067582,-54.663427,548.238486784183
2269,80.0,0.3294311396998,0.6336216455976935,1.0,0.3571,19.4043887,-99.1609129,511.4295178076487
2274,76.5,0.1560447303315,0.8412064759370148,1.0,1.1429,17.0686305,-96.7219034,712.087986567478
2278,30.0,0.1919009731156,0.828121534708361,0.0,1.2143,19.5940102,-99.2561697,615.1734902434423
2294,82.0,0.0016009583333,0.7391882900864939,0.0,4.1429,-32.6338397,-62.6923136,729.4767635563838
2299,100.0,0.0400709509615,0.5302727877578177,0.0,0.8571,-39.0198313,-67.5888908,220.78717731278857
2304,76.5,0.1877571497819,0.915280550011089,0.3333333333333333,0.4286,15.7637716,-96.1379738,531.7846183867061
2305,76.5,0.1557117466473,0.9576402750055444,0.3333333333333333,0.2857,15.7657207,-96.1375645,492.3052782718772
2306,76.5,0.101206818549,0.9339099578620538,0.0,0.2857,15.7523562,-96.1365403,462.4140987916607
2309,,0.0027708853328,0.5544466622310933,0.0,0.9286,-24.9861618,-65.5788781,393.33684758597866
2316,42.5,0.0436494587171,0.6864049678420936,0.0,0.3571,19.6383093,-99.0043151,363.36060280761376
2320,50.0,0.001939796413,0.0,0.0,0.1429,19.2039138,-98.3841549,26.84541481195
2321,50.0,0.0406217603912,0.4752716788644933,0.0,3.4286,25.8625284,-97.525924,618.1601747697388
